Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Hernan Gomez,M,SBD,Raw,21.0,20-23,19-23,Junior,71.3,74,202.5,212.5,-220.0,,212.5,107.5,115.0,120.0,,120.0,217.5,227.5,235.0,,235.0,567.5,2,420.93,419.41,406.13,84.94,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Jonathan Azocar,M,SBD,Raw,23.0,20-23,19-23,Junior,73.4,74,157.5,170.0,-175.0,,170.0,105.0,-112.5,112.5,,112.5,177.5,192.5,202.5,,202.5,485.0,3,352.84,350.9,339.37,71.5,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Pablo Gonzalez,M,SBD,Raw,23.0,20-23,19-23,Junior,82.6,83,210.0,220.0,-225.5,,220.0,130.0,137.5,-142.5,,137.5,240.0,250.0,257.5,,257.5,615.0,1,416.31,411.69,396.11,85.34,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Ignacio Staforelli,M,SBD,Raw,21.0,20-23,19-23,Junior,80.2,83,195.0,205.0,-210.0,,205.0,110.0,117.5,-122.5,,117.5,245.0,255.0,260.0,,260.0,582.5,2,401.07,397.05,382.53,82.05,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Jose Garrido,M,SBD,Raw,19.0,18-19,19-23,Junior,79.8,83,-215.0,-215.0,215.0,,215.0,117.5,122.5,-125.0,,122.5,230.0,240.0,-252.5,,240.0,577.5,3,398.8,394.88,380.52,81.55,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Jesus Monroy,M,SBD,Raw,22.0,20-23,19-23,Junior,79.3,83,150.0,160.0,170.0,,170.0,72.5,80.0,90.0,,90.0,172.5,187.5,202.5,,202.5,462.5,4,320.58,317.52,306.05,65.52,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Kenion Astudillo,M,SBD,Raw,22.0,20-23,19-23,Junior,82.4,83,175.0,185.0,-192.5,,185.0,-100.0,,,,,-200.0,,,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Daniel Lai,M,SBD,Raw,22.0,20-23,19-23,Junior,83.0,83,,,,,,,,,,,,,,,,,DQ,,,,,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Joaquin Muñoz #1,M,SBD,Raw,21.0,20-23,19-23,Junior,83.0,83,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Dareck Cerpa,M,SBD,Raw,23.0,20-23,19-23,Junior,92.4,93,212.5,-225.0,230.0,,230.0,135.0,145.0,152.5,,152.5,227.5,247.5,257.5,,257.5,640.0,1,408.48,403.29,386.09,83.99,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Emilio Galvez,M,SBD,Raw,21.0,20-23,19-23,Junior,92.7,93,215.0,217.5,235.0,,235.0,130.0,135.0,140.0,,140.0,-245.0,250.0,-267.5,,250.0,625.0,2,398.28,393.22,376.4,81.89,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
José Avendaño,M,SBD,Raw,22.0,20-23,19-23,Junior,89.8,93,190.0,205.0,215.0,,215.0,120.0,125.0,132.5,,132.5,192.5,210.0,220.0,,220.0,567.5,3,367.36,362.7,347.65,75.53,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Benjamin Leon,M,SBD,Raw,21.0,20-23,19-23,Junior,84.4,93,145.0,-155.0,155.0,,155.0,122.5,-125.0,,,122.5,210.0,227.5,240.0,,240.0,517.5,4,346.13,342.07,328.8,71.03,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Christian Acevedo,M,SBD,Raw,22.0,20-23,19-23,Junior,90.2,93,165.0,177.5,-192.5,,177.5,92.5,100.0,110.0,,110.0,177.5,195.0,215.0,,215.0,502.5,5,324.55,320.43,307.07,66.73,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Jordan Díaz,M,SBD,Raw,23.0,20-23,19-23,Junior,104.1,105,-220.0,230.0,-240.0,,230.0,112.5,115.0,-120.0,,115.0,220.0,240.0,245.0,,245.0,590.0,1,357.07,353.64,337.67,73.14,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Marcelo Parada,M,SBD,Raw,23.0,20-23,19-23,Junior,100.1,105,-190.0,200.0,210.0,,210.0,110.0,117.5,122.5,,122.5,230.0,-240.0,-252.5,,230.0,562.5,2,346.08,342.19,326.83,71.03,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Nicolás Figueroa,M,SBD,Raw,21.0,20-23,19-23,Junior,114.3,120,230.0,245.0,255.0,,255.0,125.0,135.0,138.0,,138.0,230.0,245.0,260.0,,260.0,653.0,1,381.36,380.05,363.71,77.56,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Jhonatan Sneider,M,SBD,Raw,23.0,20-23,19-23,Junior,131.7,120+,240.5,255.0,260.0,,260.0,135.0,142.5,145.0,,145.0,200.0,212.5,225.0,,225.0,630.0,1,351.39,355.51,339.34,70.4,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Daniel Rivera,M,SBD,Raw,,,40-49,Master 1,81.4,83,145.0,157.5,170.0,,170.0,77.5,85.0,92.5,,92.5,170.0,187.5,207.5,,207.5,470.0,1,320.83,317.43,305.61,65.7,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Percy Loaiza,M,SBD,Raw,40.0,40-44,40-49,Master 1,78.1,83,-155.0,165.0,172.5,,172.5,80.0,87.5,92.5,,92.5,170.0,180.0,190.0,,190.0,455.0,2,318.29,315.46,304.28,64.97,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Oscar Celis,M,SBD,Raw,47.0,45-49,40-49,Master 1,93.0,93,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Venezuela,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Juan Contreras,M,SBD,Raw,51.0,50-54,50-59,Master 2,80.1,83,140.0,150.5,160.0,,160.0,-75.0,82.5,-87.5,,82.5,165.0,180.0,200.0,,200.0,442.5,1,304.9,301.86,290.83,62.37,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Isaias Sanchez,M,SBD,Raw,23.0,20-23,19-23,Open,58.5,59,140.0,147.5,-155.0,,147.5,85.0,90.0,97.0,,97.0,177.5,185.0,195.0,,195.0,439.5,1,378.85,383.72,375.24,73.06,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Diego Durán Araya,M,SBD,Raw,27.0,24-34,24-39,Open,65.7,66,185.0,195.0,-200.0,,195.0,112.5,117.5,122.5,,122.5,210.0,227.5,240.5,,240.5,558.0,1,438.69,439.79,427.44,87.19,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Benjamin Medina,M,SBD,Raw,27.0,24-34,24-39,Open,64.4,66,120.0,130.0,140.0,,140.0,80.0,85.0,87.5,,87.5,145.0,155.0,165.0,,165.0,392.5,2,313.26,314.56,306.02,61.99,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Diego Salazar,M,SBD,Raw,31.0,24-34,24-39,Open,73.1,74,187.5,195.0,205.0,,205.0,115.0,122.5,125.0,,125.0,190.0,207.5,220.0,,220.0,550.0,1,401.21,399.1,386.05,81.26,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Hector Correa,M,SBD,Raw,29.0,24-34,24-39,Open,73.2,74,165.0,175.0,180.0,,180.0,110.0,115.0,117.5,,117.5,215.0,225.0,230.0,,230.0,527.5,2,384.45,382.4,369.87,77.88,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Matias Garrido,M,SBD,Raw,23.0,20-23,24-39,Open,71.7,74,180.0,190.0,195.0,,195.0,95.0,100.0,105.0,,105.0,210.0,220.0,-225.0,,220.0,520.0,3,384.24,382.71,370.5,77.61,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Sergio Vasquez,M,SBD,Raw,29.0,24-34,24-39,Open,72.4,74,172.5,182.5,190.0,,190.0,-107.5,110.0,-120.0,,110.0,182.5,192.5,200.0,,200.0,500.0,4,367.07,365.36,353.56,74.24,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Angelo Bonnet,M,SBD,Raw,26.0,24-34,24-39,Open,72.0,74,145.0,-152.5,157.5,,157.5,95.0,-102.5,102.5,,102.5,172.5,180.0,185.0,,185.0,445.0,5,327.9,326.5,316.03,66.27,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Jorge Escobar,M,SBD,Raw,40.0,40-44,40-49,Open,74.0,74,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Miguel Matías Guzman Droguett,M,SBD,Raw,26.0,24-34,24-39,Open,82.5,83,230.0,245.0,251.0,,251.0,152.5,160.0,162.5,,162.5,255.0,275.0,285.5,,285.5,699.0,1,473.5,468.26,450.56,97.06,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Guillermo Briones,M,SBD,Raw,30.0,24-34,24-39,Open,82.1,83,200.0,-210.0,220.0,,220.0,120.0,125.0,130.0,,130.0,260.0,280.0,295.0,,295.0,645.0,2,438.13,433.35,417.06,89.78,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Felipe Gomez,M,SBD,Raw,30.0,24-34,24-39,Open,82.4,83,195.0,205.0,215.0,,215.0,145.0,152.5,157.5,,157.5,215.0,227.5,242.5,,242.5,615.0,3,416.88,412.29,396.73,85.45,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Gabriel Vergara,M,SBD,Raw,28.0,24-34,24-39,Open,80.4,83,192.5,197.5,202.5,,202.5,122.5,127.5,130.0,,130.0,225.0,240.0,-250.0,,240.0,572.5,4,393.61,389.62,375.33,80.54,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Luis Cotera,M,SBD,Raw,31.0,24-34,24-39,Open,82.4,83,195.0,202.5,207.5,,207.5,115.0,120.0,127.5,,127.5,210.0,227.5,237.5,,237.5,572.5,5,388.07,383.8,369.31,79.54,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Juan Figueroa,M,SBD,Raw,29.0,24-34,24-39,Open,79.3,83,190.0,195.0,-200.0,,195.0,-142.5,145.0,152.5,,152.5,185.0,202.5,220.0,,220.0,567.5,6,393.36,389.6,375.54,80.4,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Cesar Bonilla,M,SBD,Raw,26.0,24-34,24-39,Open,82.1,83,190.0,200.0,-210.0,,200.0,105.0,115.0,117.5,,117.5,180.0,195.0,205.0,,205.0,522.5,7,354.92,351.05,337.85,72.73,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Sebastián Troncoso,M,SBD,Raw,32.0,24-34,24-39,Open,81.7,83,175.0,-180.0,180.0,,180.0,100.0,105.0,107.5,,107.5,190.0,192.5,205.0,,205.0,492.5,8,335.47,331.88,319.47,68.72,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Carlos Muñoz,M,SBD,Raw,33.0,24-34,24-39,Open,82.0,83,-175.0,175.0,180.0,,180.0,92.5,97.5,-102.5,,97.5,197.5,205.0,212.5,,212.5,490.0,9,333.07,329.46,317.09,68.25,Yes,Colombia,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Ignacio Muñoz,M,SBD,Raw,29.0,24-34,24-39,Open,75.7,83,150.0,155.0,-160.0,,155.0,100.0,-105.0,105.0,,105.0,170.0,177.5,-182.5,,177.5,437.5,10,312.03,309.75,299.17,63.48,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Simon Alaff,M,SBD,Raw,24.0,24-34,24-39,Open,83.0,83,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Bernardo Ibañez Pawahton,M,SBD,Raw,25.0,24-34,24-39,Open,91.3,93,245.0,255.0,-261.0,,255.0,170.0,180.0,185.0,,185.0,285.0,-301.0,-301.0,,285.0,725.0,1,465.45,459.52,440.14,95.71,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Elías Ubilla,M,SBD,Raw,24.0,24-34,24-39,Open,91.5,93,215.0,220.0,230.0,,230.0,130.0,140.0,145.0,,145.0,255.0,270.0,282.5,,282.5,657.5,2,421.66,416.29,398.69,86.7,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Hugo Vega,M,SBD,Raw,29.0,24-34,24-39,Open,92.9,93,220.0,230.0,-235.0,,230.0,-135.0,135.0,145.0,,145.0,270.0,282.5,-285.0,,282.5,657.5,3,418.55,413.25,395.54,86.06,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Gustavo Tapia,M,SBD,Raw,39.0,35-39,24-39,Open,90.4,93,175.0,187.5,195.0,,195.0,125.0,132.5,137.5,,137.5,215.0,230.0,240.0,,240.0,572.5,4,369.36,364.66,349.42,75.94,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Sebastián Cartagena,M,SBD,Raw,30.0,24-34,24-39,Open,90.7,93,195.0,-205.0,210.0,,210.0,100.0,-107.5,112.5,,112.5,197.5,215.0,230.0,,230.0,552.5,5,355.86,351.34,336.61,73.17,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Carlos Téllez,M,SBD,Raw,29.0,24-34,24-39,Open,89.9,93,-175.0,180.0,192.5,,192.5,120.0,-130.0,-130.0,,120.0,190.0,205.0,217.5,,217.5,530.0,6,342.89,338.54,324.47,70.5,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Martín Marchetti,M,SBD,Raw,27.0,24-34,24-39,Open,93.0,93,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Marco Chepillo,M,SBD,Raw,32.0,24-34,24-39,Open,103.8,105,245.0,247.5,272.0,,272.0,120.0,-130.0,-130.0,,120.0,240.0,250.0,260.0,,260.0,652.0,1,395.06,391.2,373.54,80.93,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Cesar Moreno,M,SBD,Raw,33.0,24-34,24-39,Open,99.4,105,200.0,210.0,217.5,,217.5,122.5,127.5,132.5,,132.5,250.0,260.0,270.0,,270.0,620.0,2,382.62,378.24,361.3,78.55,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Ignacio Bordones,M,SBD,Raw,27.0,24-34,24-39,Open,101.6,105,225.0,235.0,-240.0,,235.0,-125.0,-125.0,125.0,,125.0,260.0,-270.0,-270.0,,260.0,620.0,3,379.04,374.99,358.08,77.74,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Carlos Allendes Martin,M,SBD,Raw,37.0,35-39,24-39,Open,95.5,105,210.0,225.0,-232.5,,225.0,147.5,-152.5,-152.5,,147.5,225.0,230.0,235.0,,235.0,607.5,4,381.72,376.99,360.48,78.46,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Marcelo Macaya,M,SBD,Raw,24.0,24-34,24-39,Open,96.6,105,190.0,-200.0,-205.0,,190.0,-115.0,115.0,-122.5,,115.0,220.0,230.0,-240.0,,230.0,535.0,5,334.4,330.33,315.75,68.71,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Gustavo Colicoy,M,SBD,Raw,30.0,24-34,24-39,Open,103.7,105,185.0,-192.5,192.5,,192.5,110.0,115.0,-120.0,,115.0,200.0,212.5,220.0,,220.0,527.5,6,319.75,316.61,302.32,65.51,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Nicolas Reyes,M,SBD,Raw,35.0,35-39,24-39,Open,117.4,120,270.0,285.0,,,285.0,165.0,-180.0,180.0,,180.0,280.0,290.0,-302.0,,290.0,755.0,1,436.82,436.36,417.98,88.61,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Sebastian Manriquez,M,SBD,Raw,26.0,24-34,24-39,Open,112.0,120,235.0,247.5,255.0,,255.0,142.5,150.0,157.5,,157.5,262.5,285.0,-301.5,,285.0,697.5,2,410.35,408.27,390.44,83.6,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Pablo Zapata,M,SBD,Raw,30.0,24-34,24-39,Open,116.0,120,185.0,195.0,205.0,,205.0,60.0,70.0,80.0,,80.0,230.0,250.0,270.0,,270.0,555.0,3,322.44,321.75,308.08,65.49,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Mikel Inzunza,M,SBD,Raw,30.0,24-34,24-39,Open,120.0,120,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Benjamin Contreras Quezada,M,SBD,Raw,14.0,13-15,14-18,Subjunior,56.0,59,80.0,-90.0,97.5,,97.5,55.0,65.5,70.0,,70.0,105.0,115.0,122.5,,122.5,290.0,1,259.57,264.0,258.84,49.35,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Álvaro Arce,M,SBD,Raw,17.0,16-17,14-18,Subjunior,65.55,66,152.5,-162.5,170.5,,170.5,75.0,80.0,-82.5,,80.0,175.0,185.0,195.5,,195.5,446.0,1,351.24,352.18,342.33,69.78,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Alexander Ramos,M,SBD,Raw,16.0,16-17,14-18,Subjunior,71.4,74,-132.5,140.0,147.5,,147.5,65.0,70.0,75.0,,75.0,142.5,155.0,165.0,,165.0,387.5,1,287.15,286.08,277.0,57.96,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
German Quintanilla,M,SBD,Raw,17.0,16-17,14-18,Subjunior,82.7,83,175.0,185.0,-195.5,,185.0,-122.5,122.5,130.0,,130.0,212.5,227.5,240.5,,240.5,555.5,1,375.78,371.59,357.51,77.04,Yes,Chile,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Hector Flores,M,SBD,Raw,15.0,13-15,14-18,Subjunior,83.0,83,,,,,,,,,,,,,,,,,DQ,,,,,Yes,USA,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Robinson Muñoz,M,SBD,Raw,18.0,18-19,14-18,Subjunior,90.8,93,160.0,170.0,180.0,,180.0,80.0,85.0,90.0,,90.0,202.5,217.5,233.5,,233.5,503.5,1,324.12,320.0,306.57,66.65,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Pedro Padilla,M,SBD,Raw,17.0,16-17,14-18,Subjunior,92.7,93,170.0,182.5,193.0,,193.0,75.0,77.5,82.5,,82.5,200.0,215.0,-228.0,,215.0,490.5,2,312.57,308.6,295.4,64.27,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Benjamin Roman,M,SBD,Raw,18.0,18-19,14-18,Subjunior,87.9,93,165.0,-180.0,183.0,,183.0,85.0,92.5,-97.5,,92.5,175.0,190.0,-202.5,,190.0,465.5,3,304.65,300.85,288.64,62.61,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Lucas Norambuena,M,SBD,Raw,15.0,13-15,14-18,Subjunior,90.2,93,120.0,130.0,140.0,,140.0,-70.0,80.0,-90.0,,80.0,140.0,155.0,170.0,,170.0,390.0,4,251.89,248.69,238.33,51.79,Yes,,,FECHIPO,IPF,2022-11-26,Chile,,,Oficial Zona Norte Blackbars,Yes
Astrid Kroff,F,SBD,Wraps,40.0,40-44,40-49,Masters 40-49,67.45,67.5,170.0,182.5,-187.5,,182.5,85.0,90.0,-92.5,,90.0,185.0,192.5,200.0,,200.0,472.5,1,488.01,482.5,425.64,99.16,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Catalina Muñoz Ramirez,F,SBD,Wraps,35.0,35-39,24-39,Open,59.65,60,75.0,77.5,82.5,,82.5,35.0,37.5,-40.0,,37.5,105.0,112.5,-122.5,,112.5,232.5,1,258.69,260.39,230.09,52.77,,,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Astrid Kroff,F,SBD,Wraps,40.0,40-44,40-49,Open,67.45,67.5,170.0,182.5,-187.5,,182.5,85.0,90.0,-92.5,,90.0,185.0,192.5,200.0,,200.0,472.5,1,488.01,482.5,425.64,99.16,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Natalia Riveaud,F,SBD,Raw,44.0,40-44,40-49,Masters 40-49,66.6,67.5,122.5,130.0,135.0,,135.0,-55.0,55.0,60.0,,60.0,150.0,160.0,162.5,,162.5,357.5,1,371.97,368.42,325.07,75.58,,,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Maite Vega,F,SBD,Raw,19.0,18-19,19-23,Teen,66.0,67.5,122.5,-132.5,132.5,,132.5,60.0,65.0,70.0,,70.0,140.0,155.0,-167.5,,155.0,357.5,1,373.94,370.86,327.27,75.99,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Colomba Toledo,F,SBD,Raw,17.0,16-17,14-18,Teen,64.8,67.5,110.0,117.5,-122.5,,117.5,57.5,62.5,67.5,,67.5,120.0,135.0,145.0,,145.0,330.0,2,348.95,347.0,306.29,70.93,,,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Karoll Moreno,F,SBD,Raw,17.0,16-17,14-18,Teen,62.8,67.5,105.0,115.0,120.0,,120.0,45.0,47.5,-52.5,,47.5,107.5,117.5,122.5,,122.5,290.0,3,312.5,312.2,275.69,63.58,,,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Monserrat Vera,F,SBD,Raw,19.0,18-19,19-23,Teen,63.3,67.5,-100.0,100.0,-107.5,,100.0,55.0,60.0,-65.0,,60.0,110.0,120.0,130.0,,130.0,290.0,4,311.0,310.33,274.01,63.25,,,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Paulina Pino,F,SBD,Raw,17.0,16-17,14-18,Teen,75.0,75,120.0,132.5,145.0,,145.0,60.0,67.5,-75.0,,67.5,135.0,-145.0,145.0,,145.0,357.5,1,348.2,339.85,298.95,70.93,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Isabel Cabezas,F,SBD,Raw,20.0,20-23,19-23,Juniors 20-23,51.9,52,97.5,-102.5,102.5,,102.5,50.0,-55.0,55.0,,55.0,-100.0,105.0,112.5,,112.5,270.0,1,329.54,337.09,298.82,68.29,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Stephania Hernandez,F,SBD,Raw,21.0,20-23,19-23,Juniors 20-23,55.6,56,105.0,110.0,-115.0,,110.0,-52.5,55.0,-60.0,,55.0,115.0,122.5,-132.5,,122.5,287.5,1,334.84,340.18,300.95,68.73,,Colombia,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Javiera Vielma,F,SBD,Raw,20.0,20-23,19-23,Juniors 20-23,58.7,60,110.0,120.0,125.0,,125.0,75.0,80.0,-82.5,,80.0,125.0,135.0,-145.0,,135.0,340.0,1,382.19,385.57,340.78,78.05,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Nicole Leon,F,SBD,Raw,20.0,20-23,19-23,Juniors 20-23,59.45,60,-110.0,115.0,120.0,,120.0,65.0,70.0,72.5,,72.5,115.0,120.0,-122.5,,120.0,312.5,2,348.45,350.9,310.08,71.09,,,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Nelly Dulcien,F,SBD,Raw,23.0,20-23,24-39,Juniors 20-23,67.0,67.5,180.0,190.0,200.0,,200.0,-95.0,95.0,-100.0,,95.0,210.0,225.0,-235.0,,225.0,520.0,1,539.16,533.57,470.74,109.55,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Isidora Urzúa,F,SBD,Raw,23.0,20-23,24-39,Juniors 20-23,79.05,82.5,150.0,160.0,-167.5,,160.0,65.0,70.0,-72.5,,70.0,140.0,155.0,162.5,,162.5,392.5,1,372.05,361.57,317.29,76.01,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
Karla Cabargas,F,SBD,Raw,33.0,24-34,24-39,Open,50.4,52,100.0,105.0,110.0,,110.0,50.0,55.0,60.0,,60.0,120.0,132.5,-142.5,,132.5,302.5,1,376.9,386.26,342.84,78.51,,Chile,,WRPF-Chile,WRPF,2024-02-25,Chile,,Colina,Apertura Zona Centro Berserker,Yes
