Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Josefa Candia Martinez,F,SBD,Wraps,24.0,24-34,24-39,Open,62.3,67.5,-100.0,100.0,-107.5,,100.0,35.0,40.0,42.5,,42.5,105.0,115.0,-125.0,,115.0,257.5,6,278.84,278.9,246.31,56.75,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Nelly Dulcien Toledo,F,SBD,Wraps,21.0,20-23,19-23,Junior 20-23,71.9,75,170.0,180.0,190.0,,190.0,70.0,80.0,-85.0,,80.0,180.0,190.0,-202.5,,190.0,460.0,1,458.32,449.39,395.86,93.21,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Nelly Dulcien Toledo,F,SBD,Wraps,21.0,20-23,19-23,Open,71.9,75,170.0,180.0,190.0,,190.0,70.0,80.0,-85.0,,80.0,180.0,190.0,-202.5,,190.0,460.0,1,458.32,449.39,395.86,93.21,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Orlandina Angulo Inostroza,F,SBD,Wraps,39.0,35-39,40-49,Open,68.9,75,165.0,-175.0,-175.0,,165.0,70.0,80.0,-85.0,,80.0,-170.0,170.0,-180.0,,170.0,415.0,2,423.44,417.43,368.09,86.05,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Diana Maldonado Duran,F,SBD,Wraps,29.0,24-34,24-39,Open,72.3,75,120.0,130.0,-135.0,,130.0,60.0,62.5,-65.0,,62.5,145.0,155.0,-162.5,,155.0,347.5,3,345.19,338.24,297.9,70.22,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Estefania Mora Flores,F,SBD,Wraps,20.0,20-23,19-23,Junior 20-23,73.7,75,120.0,130.0,140.0,,140.0,50.0,55.0,-60.0,,55.0,100.0,115.0,-145.0,,115.0,310.0,2,304.76,297.99,262.29,62.03,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Camila Bahamondes Gomez,F,SBD,Wraps,23.0,20-23,19-23,Junior 20-23,82.1,82.5,75.0,85.0,95.0,,95.0,35.0,-37.5,-40.0,,35.0,105.0,112.5,120.0,,120.0,250.0,1,232.58,225.57,197.51,47.65,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Estefania Mora Flores,F,SBD,Wraps,20.0,20-23,19-23,Open,73.7,75,120.0,130.0,140.0,,140.0,50.0,55.0,-60.0,,55.0,100.0,115.0,-145.0,,115.0,310.0,4,304.76,297.99,262.29,62.03,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Camila Bahamondes Gomez,F,SBD,Wraps,23.0,20-23,19-23,Open,82.1,82.5,75.0,85.0,95.0,,95.0,35.0,-37.5,-40.0,,35.0,105.0,112.5,120.0,,120.0,250.0,1,232.58,225.57,197.51,47.65,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Carolina Poblete,F,SBD,Wraps,24.0,24-34,24-39,Open,83.6,90,90.0,100.0,107.5,,107.5,35.0,40.0,-45.0,,40.0,110.0,120.0,130.0,,130.0,277.5,1,255.92,248.05,216.93,52.5,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Genesis Faundez Angulo,F,SBD,Wraps,21.0,20-23,19-23,Junior 20-23,92.2,90+,135.0,-145.0,-150.0,,135.0,40.0,50.0,57.5,,57.5,130.0,140.0,150.0,,150.0,342.5,1,302.15,293.1,254.15,62.57,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Genesis Faundez Angulo,F,SBD,Wraps,21.0,20-23,19-23,Open,92.2,90+,135.0,-145.0,-150.0,,135.0,40.0,50.0,57.5,,57.5,130.0,140.0,150.0,,150.0,342.5,1,302.15,293.1,254.15,62.57,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Rodrigo Bolivar Villalobos,M,SBD,Wraps,32.0,24-34,24-39,Open,58.0,60,160.0,170.0,-175.0,,170.0,90.0,95.0,,,95.0,190.0,200.0,205.0,210.0,205.0,470.0,1,408.09,413.67,404.74,78.49,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Fernando Vivar Laly,M,SBD,Wraps,19.0,18-19,19-23,Junior 15-19,59.2,60,140.0,155.0,161.0,,161.0,-95.0,95.0,-100.0,,95.0,180.0,-190.0,-190.0,,180.0,436.0,1,372.11,376.47,367.9,72.02,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Tomás Quiroz,M,SBD,Wraps,19.0,18-19,19-23,Junior 15-19,59.0,60,125.0,135.0,145.0,,145.0,85.0,90.0,-92.5,,90.0,155.0,165.0,170.0,,170.0,405.0,2,346.63,350.8,342.89,67.02,,Chile,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Giovanni Avila,M,SBD,Wraps,23.0,20-23,19-23,Junior 20-23,59.0,60,115.0,-125.0,-125.0,,115.0,-77.5,-82.5,82.5,,82.5,160.0,170.0,-175.0,,170.0,367.5,1,314.53,318.32,311.14,60.81,,USA,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Marco Carrillo Mora,M,SBD,Wraps,16.0,16-17,14-18,Junior 15-19,59.7,60,180.0,200.0,-220.0,,200.0,-100.0,,,,,,,,,,,DQ,,,,,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Fernando Vivar Laly,M,SBD,Wraps,19.0,18-19,19-23,Open,59.2,60,140.0,155.0,161.0,,161.0,-95.0,95.0,-100.0,,95.0,180.0,-190.0,-190.0,,180.0,436.0,2,372.11,376.47,367.9,72.02,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Tomás Quiroz,M,SBD,Wraps,19.0,18-19,19-23,Open,59.0,60,125.0,135.0,145.0,,145.0,85.0,90.0,-92.5,,90.0,155.0,165.0,170.0,,170.0,405.0,3,346.63,350.8,342.89,67.02,,Chile,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Giovanni Avila,M,SBD,Wraps,23.0,20-23,19-23,Open,59.0,60,115.0,-125.0,-125.0,,115.0,-77.5,-82.5,82.5,,82.5,160.0,170.0,-175.0,,170.0,367.5,4,314.53,318.32,311.14,60.81,,USA,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Marco Carrillo Mora,M,SBD,Wraps,16.0,16-17,14-18,Open,59.7,60,180.0,200.0,-220.0,,200.0,-100.0,,,,,,,,,,,DQ,,,,,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Patricio Alvarez Caciano,M,SBD,Wraps,21.0,20-23,19-23,Open,59.7,60,-140.0,-155.0,-155.0,,,80.0,90.0,-100.0,,90.0,180.0,195.0,-200.0,,195.0,,DQ,,,,,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Jordan Flores Flores,M,D,Raw,27.0,24-34,24-39,Open,58.5,60,,,,,,,,,,,-200.0,212.5,220.0,-230.0,220.0,220.0,1,189.64,192.08,187.84,,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Sebastian Muñoz H,M,SBD,Wraps,32.0,24-34,24-39,Open,66.4,67.5,165.0,175.0,182.5,,182.5,135.0,-140.0,-140.0,,135.0,220.0,227.5,235.0,,235.0,552.5,1,430.97,431.68,419.35,85.85,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Jeremy Joglar Beltran,M,SBD,Wraps,24.0,24-34,24-39,Open,66.8,67.5,-177.5,177.5,-195.0,,177.5,122.5,130.0,-135.0,,130.0,195.0,210.0,220.0,,220.0,527.5,2,409.66,410.14,398.31,81.71,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Wilson Aguilera Medina,M,SBD,Wraps,21.0,20-23,19-23,Junior 20-23,63.4,67.5,160.0,-172.5,172.5,,172.5,100.0,110.0,-115.0,,110.0,195.0,205.0,212.5,,212.5,495.0,1,399.84,402.04,391.44,78.83,,Chile,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Matias Quiñinao Pena,M,SBD,Wraps,22.0,20-23,19-23,Junior 20-23,66.1,67.5,140.0,-150.0,160.0,,160.0,85.0,90.0,-100.0,,90.0,-170.0,180.0,-195.0,,180.0,430.0,2,336.54,337.21,327.65,66.98,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Wilson Aguilera Medina,M,SBD,Wraps,21.0,20-23,19-23,Open,63.4,67.5,160.0,-172.5,172.5,,172.5,100.0,110.0,-115.0,,110.0,195.0,205.0,212.5,,212.5,495.0,3,399.84,402.04,391.44,78.83,,Chile,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Matias Quiñinao Pena,M,SBD,Wraps,22.0,20-23,19-23,Open,66.1,67.5,140.0,-150.0,160.0,,160.0,85.0,90.0,-100.0,,90.0,-170.0,180.0,-195.0,,180.0,430.0,4,336.54,337.21,327.65,66.98,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Arlik Villanueva,M,SBD,Wraps,29.0,24-34,24-39,Open,74.2,75,232.5,240.0,245.0,,245.0,130.0,137.5,140.0,,140.0,230.0,250.0,260.0,,260.0,645.0,1,465.94,463.07,447.64,94.56,,Chile,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Juan Giraldo Rodriguez,M,SBD,Wraps,22.0,20-23,19-23,Open,73.7,75,180.0,200.0,210.0,,210.0,-115.0,115.0,-120.0,,115.0,180.0,200.0,215.0,,215.0,540.0,2,391.81,389.55,376.68,79.44,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Diego Durán Araya,M,SBD,Wraps,26.0,24-34,24-39,Open,71.0,75,170.0,180.0,-185.0,,180.0,-110.0,110.0,-125.0,,110.0,210.0,220.0,-225.0,,220.0,510.0,3,379.37,378.1,366.2,76.5,,Chile,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Jose Andia Vera,M,SBD,Wraps,23.0,20-23,19-23,Junior 20-23,72.3,75,160.0,170.0,185.0,,185.0,80.0,90.0,100.0,,100.0,190.0,205.0,220.0,,220.0,505.0,1,371.08,369.39,357.48,75.04,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
Jose Andia Vera,M,SBD,Wraps,23.0,20-23,19-23,Open,72.3,75,160.0,170.0,185.0,,185.0,80.0,90.0,100.0,,100.0,190.0,205.0,220.0,,220.0,505.0,4,371.08,369.39,357.48,75.04,,,,ACHIPO,GPA,2021-11-27,Chile,RM,Las Condes,Berserker Classic,Yes
